id,speechtime,wordcount,segmentcount,videoduration
12175,185.7,11,1,186
12176,2697.1499999999974,1046,89,2769
12178,599.3100000000002,993,18,962
12179,808.1400000000004,614,23,835
12180,317.31000000000006,56,9,320
12181,572.25,50,2,583
12182,1468.1100000000004,3175,182,1715
12183,288.11999999999995,10,2,304
12184,158.25,183,11,181
12185,234.24,7,1,235
12186,229.20000000000002,8,1,241
12187,348.99,16,2,360
12188,672.4200000000001,205,49,809
12189,390.54,35,1,396
12190,182.31000000000003,486,8,189
12191,303.56999999999994,222,17,315
12192,209.67,3,1,210
12193,184.85999999999999,11,5,225
12194,278.46,14,1,293
12195,656.7900000000003,674,67,829
12196,249.54,6,1,250
12197,231.39000000000001,16,1,238
12198,354.45000000000016,307,87,637
12199,284.28,326,23,330
12200,123.30000000000001,6,2,216
12201,411.86999999999995,42,3,420
12202,636.8700000000001,1237,76,694
12203,68.67000000000007,22,10,392
12204,201.15,20,1,217
12205,200.19,9,1,203
12206,305.64,10,2,309
12207,191.73,15,1,194
12208,226.79999999999998,22,5,268
12209,204.0,102,9,207
12210,182.22000000000006,153,13,247
12211,436.25999999999993,88,6,449
12212,165.15,7,1,198
12213,285.24,159,7,290
12214,296.85,9,4,303
12215,270.06000000000006,663,18,300
12216,185.55,3,1,188
12217,369.57,71,9,404
12218,194.25,93,2,207
12219,398.04,16,1,406
12220,198.78,11,1,200
12221,203.25,8,1,205
12222,178.01999999999998,2,1,185
12223,276.9,40,9,285
12224,305.82,11,1,307
12225,217.62,11,1,227
12226,264.51,13,2,283
12227,268.29,11,3,328
12228,252.21,11,3,258
12229,260.13,515,3,267
12230,268.14,257,31,340
12231,1128.4499999999998,687,76,1226
12232,263.70000000000005,26,4,273
12233,240.45,55,5,298
12234,272.85,46,23,447
12235,2309.850000000001,99,26,2362
12236,168.63000000000005,321,22,214
12237,1290.7200000000003,355,58,1422
12238,158.22000000000003,20,9,233
12239,289.8,226,4,299
12240,381.87,6,1,391
12241,293.8799999999998,244,38,389
12242,172.23000000000005,438,31,185
12243,587.1899999999998,881,94,916
12244,204.06,12,2,208
12245,181.79999999999998,8,1,193
12246,157.08,28,2,182
12247,231.78,4,1,249
12248,192.81,20,1,196
12249,291.71999999999997,300,15,303
12250,208.32,15,2,214
12251,268.35,6,1,342
12252,387.33,224,4,390
12253,204.32999999999996,57,10,244
12254,1027.6199999999994,849,49,1105
12255,209.07000000000002,28,5,213
12256,558.0899999999999,745,70,622
12257,225.11999999999998,13,3,228
12258,239.07000000000002,33,1,244
12259,221.01,4,2,222
12260,427.76999999999975,981,33,445
12261,323.64,327,14,406
12262,243.86999999999995,258,64,347
12263,671.0699999999999,484,91,852
12264,242.7299999999999,432,60,335
12265,263.76,678,13,316
12266,177.45,8,1,180
12267,124.02000000000002,25,9,189
12268,271.26000000000005,410,25,323
12269,225.02999999999997,166,7,243
12270,200.66999999999996,19,6,240
12271,130.44,19,2,188
12272,528.6599999999999,547,59,758
12273,81.33000000000004,40,9,221
12274,242.70000000000002,54,1,246
12275,868.26,508,44,895
12276,225.57,23,2,228
12277,200.28,76,1,201
12278,280.92,20,8,314
12279,11.669999999999995,8,4,208
12280,202.98,4,1,205
12281,1785.0600000000002,1124,301,2085
12282,56.91000000000001,13,5,181
12283,192.63000000000002,25,12,325
12284,203.34000000000003,6,3,210
12285,392.25,641,22,409
12286,276.9,504,18,331
12287,455.37,15,3,465
12288,674.0100000000001,1029,24,698
12289,339.41999999999996,69,20,380
12290,261.66,5,1,262
12291,340.8,40,1,354
12292,269.96999999999997,850,1,297
12293,228.45000000000005,193,25,271
12294,181.2,339,40,247
12295,667.68,51,6,687
12296,2212.6499999999996,228,9,2231
12297,875.3399999999999,93,8,896
12298,243.93,4,1,244
12299,302.90999999999997,6,1,304
12300,222.0,8,1,227
12301,215.30999999999997,62,3,219
12302,471.93,482,15,488
12303,331.9200000000002,610,48,358
12304,1142.0699999999997,1175,153,1357
12305,246.57,16,2,261
12306,848.07,665,20,866
12307,185.49,10,1,186
12308,178.05,44,2,216
12309,664.2,115,10,666
12310,602.2200000000003,231,34,786
12311,239.82,51,17,263
12312,614.5199999999999,44,10,660
12313,2124.0899999999997,57,8,2208
12314,328.10999999999996,147,14,356
12315,237.26999999999995,132,13,270
12316,366.72,22,3,378
12317,184.05,6,3,186
12318,212.48999999999998,90,1,213
12319,322.71000000000004,23,2,332
12320,201.05999999999995,415,48,243
12321,1444.2299999999993,1076,131,1501
12322,257.72999999999996,204,29,294
12323,293.7000000000001,131,30,385
12324,180.83999999999997,40,19,445
12325,372.48,102,2,373
12326,678.2399999999999,273,11,704
12327,340.62,14,1,341
12328,303.56999999999994,51,13,523
12329,172.04999999999998,11,4,241
12330,221.31,45,2,229
12331,269.73,9,1,286
12332,194.85,10,5,212
12333,229.65,20,1,250
12334,227.04,90,1,227
12335,1537.3199999999993,1184,194,2118
12336,258.72,64,2,271
12337,207.75,7,1,215
12338,276.93,10,1,282
12339,1240.98,1323,229,1550
12340,224.37,14,1,228
12341,271.65000000000003,486,13,284
12342,307.20000000000005,298,33,358
12343,548.25,76,4,557
12344,262.92,24,1,278
12345,368.1899999999998,637,51,432
12346,403.08000000000004,37,2,404
12347,182.55,6,1,183
12348,109.28999999999995,11,4,280
12349,300.33,157,5,338
12350,220.47,19,3,230
12351,207.51,10,1,210
12352,708.24,67,8,733
12353,173.25,6,2,183
12354,307.38,15,3,360
12355,357.41999999999996,12,2,363
12356,189.27,5,1,189
12357,1244.6399999999999,1579,2,1286
12358,179.43000000000004,326,49,262
12359,558.27,196,4,562
12360,250.83,5,1,255
12361,244.38000000000005,574,29,275
12362,393.78000000000003,24,1,394
12363,2159.8499999999985,1162,316,2963
12364,227.4,12,1,231
12365,198.36,2,1,201
12366,172.29,10,5,247
12367,229.56000000000003,34,12,340
12368,438.06,63,1,442
12369,590.7,62,11,633
12370,820.4100000000001,45,3,823
12371,206.04,19,1,212
12372,780.6,13,2,803
12373,662.4599999999999,429,41,683
12374,280.62,24,2,281
12375,154.71,69,10,186
12376,230.19,40,4,270
12377,99.62999999999994,30,11,210
12378,251.39999999999998,6,3,259
12379,437.15999999999997,82,9,448
12380,277.23,220,2,280
12381,714.1800000000001,79,1,737
12382,450.02999999999986,46,21,597
12383,349.29,92,2,350
12384,109.25999999999998,62,16,251
12385,732.78,794,41,745
12386,205.59,26,3,222
12387,260.60999999999996,3,1,265
12388,204.09,15,1,206
12389,568.3199999999999,311,10,572
12390,173.18999999999994,323,31,314
12391,354.9599999999999,832,104,744
12392,1851.33,767,2,1853
12393,953.7900000000002,155,40,1324
12394,338.19,585,40,372
12395,671.1300000000001,29,1,671
12396,203.79,9,1,207
12397,190.92,6,1,191
12398,1870.7399999999977,1165,171,2246
12399,268.83000000000004,12,1,273
12400,660.42,1470,180,953
12401,263.15999999999997,452,14,273
12402,221.76,403,1,222
12403,105.66,4,2,290
12404,2349.8100000000004,1051,137,2485
12405,295.53000000000003,781,22,311
12406,233.37,31,2,234
12407,273.06,14,5,392
12408,297.57000000000005,23,2,300
12409,728.1,167,18,768
12410,1323.5100000000002,218,16,1353
12411,417.39,379,40,481
12412,1452.96,53,2,1466
12413,277.53,48,4,283
12414,643.1099999999999,35,4,692
12415,1525.1400000000003,3408,129,1612
12416,1470.3299999999995,929,151,1599
12417,365.13,11,2,380
12418,203.58,10,1,204
12419,317.55,14,3,349
12420,299.78999999999996,22,3,301
12421,661.3499999999998,361,97,1262
12422,270.3,30,3,286
12423,167.78999999999996,15,7,266
12424,216.86999999999992,97,35,461
12425,110.43000000000002,39,14,194
12426,303.75,200,24,338
12427,302.46000000000004,103,7,310
12428,192.78,13,1,193
12429,235.73999999999998,2,1,244
12430,565.9499999999998,1009,43,597
12431,340.68,186,27,381
12432,240.39,200,9,250
12433,778.8299999999999,119,7,806
12434,189.77999999999997,6,2,285
12435,185.37,19,1,186
12436,237.72,9,1,254
12437,516.78,113,2,521
12438,252.39,11,1,253
12439,194.34,55,1,195
12440,199.71,19,1,200
12441,256.8,10,1,257
12442,240.93,12,3,256
12443,385.17,13,3,403
12444,1335.2100000000005,2947,151,1431
12445,199.82999999999996,8,2,212
12446,289.47,48,16,322
12447,500.03999999999996,52,2,502
12449,267.68999999999994,485,17,283
12450,279.9900000000001,203,37,312
12451,234.63,29,2,245
12452,230.88000000000002,103,7,254
12453,306.54,109,2,308
12454,260.69999999999993,71,5,344
12455,175.26,217,4,218
12456,1141.5599999999997,3169,38,1178
12458,462.57,841,6,468
12459,471.78000000000003,1236,67,523
12460,175.71,3,1,181
12461,613.2299999999998,471,45,664
12462,181.68,9,1,186
12463,124.89000000000001,17,3,215
12464,301.4100000000001,836,39,331
12465,202.32000000000002,86,4,228
12466,457.2299999999997,721,67,769
12467,190.41,5,2,193
12468,241.47,430,57,289
12469,204.71999999999997,22,2,207
12470,303.3299999999999,525,30,323
12471,341.55,11,1,352
12472,319.83,219,14,328
12473,67.76999999999998,4,2,330
12474,246.81,61,1,253
12475,228.35999999999999,23,3,234
12476,361.8,10,2,392
12477,281.55,578,4,286
12478,362.40000000000003,785,36,387
12479,276.50999999999993,9,2,285
12480,215.46,20,1,218
12481,329.67,15,2,341
12483,406.3500000000001,1359,94,458
12484,264.51,9,4,271
12485,832.2299999999999,2,1,854
12486,272.34000000000003,558,6,290
12487,229.53,5,1,234
12488,239.52,187,45,330
12489,181.05,11,1,181
12490,70.28999999999992,14,7,453
12491,184.01999999999998,9,4,234
12492,260.78999999999996,14,5,277
12493,316.44,19,3,331
12494,160.56,81,1,199
12495,274.65,6,1,276
12496,247.44,35,2,253
12497,665.25,1463,88,740
12498,230.94,130,7,234
12499,385.05,533,16,389
12500,217.35,64,9,225
12501,629.1299999999999,1059,25,657
12502,237.27000000000004,496,16,242
12503,353.15999999999997,27,2,357
12504,257.88,435,11,281
12505,201.18,6,1,206
12506,206.94,39,1,217
12507,804.51,692,33,819
12508,448.2,187,39,593
12509,1150.62,207,8,1205
12510,389.67,66,1,396
12511,1142.5499999999997,2148,17,1149
12512,180.51,66,1,181
12513,229.35000000000002,17,1,234
12514,244.47000000000003,548,12,265
12515,321.87,2,1,322
12516,197.01000000000002,494,23,220
12517,348.33000000000004,73,13,428
12518,214.98,48,17,416
12519,430.32000000000005,13,1,431
12520,354.15000000000003,489,20,364
12521,198.81000000000003,190,2,199
12522,180.57,6,1,181
12523,205.89,18,7,232
12525,470.0700000000002,1285,33,490
12526,197.57999999999998,9,2,203
12527,183.21,14,1,194
12528,502.26000000000005,16,1,502
12529,58.79999999999999,18,9,203
12530,254.79,36,1,259
12531,805.1700000000002,286,38,881
12532,150.60000000000002,67,23,243
12533,198.6,104,1,204
12534,1869.4800000000002,374,28,1903
12535,239.31,234,1,244
12536,391.37999999999994,206,21,415
12537,1044.0600000000002,872,92,1091
12538,255.26999999999998,558,16,275
12540,316.04999999999995,51,8,348
12541,442.5300000000001,128,4,450
12542,373.53,75,24,442
12543,168.33,291,10,191
12544,210.15,9,1,215
12545,331.68,67,1,340
12546,181.32,2,1,334
12547,337.32,207,2,344
12548,201.89999999999998,98,11,228
12549,351.24000000000007,15,5,359
12550,12.09,3,1,197
12551,457.71000000000004,132,5,460
12552,180.08999999999997,11,3,187
12553,186.48000000000002,88,8,210
12554,1267.83,1392,157,1441
12555,365.07,16,1,379
12556,180.27,42,2,181
12557,282.78,46,2,289
12558,176.85,8,2,181
12559,223.34999999999997,5,2,236
12560,190.74,8,1,194
12561,181.53,10,1,190
12562,524.7300000000001,261,33,645
12563,222.99,2,1,225
12564,776.1900000000002,38,12,952
12565,206.76,246,1,213
12566,294.96,13,2,324
12567,258.09,12,1,271
12568,495.53999999999996,682,48,548
12569,196.41000000000003,94,1,201
12570,216.66,112,1,221
12571,219.81,4,2,226
12572,351.68999999999994,21,2,365
12573,257.07,2,1,274
12574,199.89000000000001,19,7,214
12575,1455.57,106,1,1458
12576,380.03999999999996,13,1,382
12577,1019.1000000000004,546,102,1253
12578,535.77,547,39,564
12579,399.15,105,2,401
12580,185.82,126,1,192
12581,283.44000000000005,400,21,312
12582,207.99,23,2,211
12583,169.5600000000001,305,36,425
12584,240.08999999999997,164,2,242
12585,176.79000000000002,89,2,180
12586,214.05,424,2,226
12587,2171.3100000000004,4979,100,2601
12588,303.74999999999994,63,2,307
12589,516.7800000000002,583,74,549
12590,544.35,114,3,549
12591,598.9799999999992,1025,131,770
12592,782.8500000000001,1566,124,852
12593,463.02,9,1,463
12594,319.40999999999997,32,3,380
12595,231.63,17,1,233
12596,207.69,12,5,338
12597,1567.8299999999995,1985,28,1576
12598,459.57000000000005,8,1,460
12599,432.69,282,14,437
12600,810.96,11,3,820
12601,251.06999999999996,12,3,263
12602,661.8299999999999,5,2,664
12603,1115.6399999999999,40,2,1118
12604,346.11,14,3,368
12605,225.14999999999998,7,1,241
12606,203.01,13,1,206
12607,1645.4699999999984,3887,132,1710
12608,583.68,16,3,593
12609,403.89,28,5,430
12610,377.97,10,1,409
12611,219.75,2,1,221
12612,400.56000000000006,173,13,417
12613,281.46000000000004,19,6,298
12614,206.07000000000002,281,3,211
12615,310.38,13,2,311
12616,180.9,8,2,189
12617,269.31,346,8,308
12618,237.77999999999994,134,16,254
12619,199.17,81,1,199
12620,395.67,156,1,401
12621,157.95000000000002,2,1,185
12622,213.66,8,1,214
12623,237.18,10,1,252
12624,466.2,17,1,466
12625,49.82999999999999,20,9,313
12626,346.74,4,1,350
12627,275.28000000000003,315,8,285
12628,206.49,106,3,220
12629,239.52,9,1,253
12630,399.84,12,4,561
12631,203.01,9,1,203
12632,1136.1900000000003,2702,91,1261
12633,429.7799999999999,472,58,451
12634,191.67,12,1,200
12635,130.17000000000002,29,10,183
12636,1644.480000000001,5390,234,1692
12637,921.8399999999999,1819,139,1066
12638,374.70000000000005,17,2,375
12639,512.0099999999995,617,59,616
12640,189.45000000000002,29,3,193
12641,332.37,18,1,335
12643,215.73,7,1,225
12644,209.16,21,1,219
12645,202.07999999999998,24,6,214
12646,161.37,287,6,180
12647,229.74000000000004,67,6,253
12648,1921.2900000000009,2066,62,2034
12649,183.68999999999997,17,8,411
12650,266.07,16,1,272
12651,230.7,13,1,237
12652,190.53,4,1,193
12653,368.04,12,3,494
12654,624.2699999999998,412,34,632
12655,1477.860000000001,3467,91,1524
12656,150.42,13,4,182
12657,519.99,438,5,527
12658,596.2800000000001,631,6,611
12659,187.8,141,10,201
12660,221.76000000000002,14,1,229
12661,232.14,7,1,248
12662,479.64000000000004,164,31,514
12663,245.04,310,1,245
12664,305.01,75,3,312
12665,1844.4299999999998,86,18,2190
12666,196.41,38,4,226
12667,344.52000000000004,13,1,351
12668,189.77999999999997,19,9,210
12669,246.06,29,1,251
12670,168.54,2,1,180
12671,222.09,24,3,239
12672,181.58999999999997,82,1,185
12673,2258.79,322,23,2343
12674,218.13,4,1,221
12675,239.49,15,1,247
12676,370.95,9,1,374
12677,433.35000000000025,343,66,861
12678,409.89,291,6,483
12679,257.66999999999996,229,39,286
12680,309.21000000000004,14,1,312
12681,177.92999999999992,342,59,244
12682,251.07,20,1,254
12683,194.97000000000008,154,26,237
12684,25.71,2,1,324
12685,181.83,38,1,182
12686,548.7,623,14,567
12687,430.23,14,2,434
12688,402.0,17,1,579
12689,185.69999999999996,31,15,226
12690,181.01999999999998,4,2,184
12691,364.79999999999995,28,4,377
12692,230.52,29,2,248
12693,260.06999999999994,397,10,262
12694,2015.52,105,9,2050
12695,347.52,24,2,348
12696,233.34,38,16,462
12697,165.75,37,1,180
12698,643.05,1053,7,645
12699,154.17000000000002,48,5,240
12700,236.60999999999999,576,4,242
12701,371.4,18,1,374
12702,227.49,37,8,246
12703,1458.690000000001,3956,190,1644
12704,384.45,36,2,388
12705,518.58,39,1,519
12706,279.81,364,1,280
12707,218.79000000000002,436,35,251
12708,206.31,11,2,210
12709,292.74,12,1,297
12710,206.78999999999996,215,15,210
12711,358.05,11,1,370
12712,440.70000000000005,260,10,443
12713,382.5000000000001,131,30,610
12714,599.0999999999999,1066,35,634
12715,121.23000000000002,30,13,264
12716,711.8100000000001,28,1,720
12717,142.20000000000002,22,7,181
12718,335.97,20,1,337
12719,79.5,8,3,264
12720,409.8,25,5,415
12721,234.17999999999998,12,2,237
12722,185.97,26,1,190
12723,1140.6599999999999,36,5,1162
12724,302.16,53,1,303
12725,202.56,14,1,204
12726,146.34000000000015,293,57,320
12727,359.34000000000003,259,40,408
12728,223.26,11,5,384
12729,33.120000000000005,10,5,181
12730,239.04,5,1,253
12731,283.34999999999997,122,20,298
12732,465.5999999999999,120,30,489
12733,276.48,56,4,281
12734,316.08000000000004,4,1,398
12735,1573.7099999999998,347,46,1670
12736,285.4199999999999,14,4,297
12737,724.3800000000001,746,82,813
12738,202.26,19,5,209
12739,1655.1899999999996,1048,44,1670
12740,243.77999999999997,422,18,259
12741,344.49,79,4,358
12742,205.95000000000005,367,6,207
12743,167.91,17,3,202
12744,282.69,27,1,284
12745,232.71000000000004,436,29,263
12746,584.91,155,13,592
12747,682.1999999999998,54,9,701
12748,208.92000000000004,431,8,214
12749,751.4400000000003,419,64,846
12750,225.9,138,2,227
12751,216.03,10,1,219
12752,167.22000000000003,99,3,183
12753,847.56,120,11,898
12754,1157.9700000000007,332,85,1628
12755,460.46999999999974,900,86,550
12756,144.89999999999998,71,13,198
12757,440.97,774,20,449
12758,730.9200000000001,688,28,837
12759,221.67,68,2,223
12760,164.31,137,21,246
12761,185.34000000000003,14,6,273
12762,232.2,2,1,243
12763,142.79999999999995,67,13,390
12764,137.7000000000001,102,25,338
12765,472.02,221,9,479
12766,214.92,64,4,226
12767,302.34,14,3,417
12768,260.31,508,1,269
12769,159.72,331,25,185
12770,2637.570000000001,7623,506,2970
12771,412.77000000000004,596,39,454
12772,232.20000000000002,102,3,252
12773,266.2199999999999,552,84,393
12774,284.72999999999996,2,1,291
12775,253.47,23,2,254
12776,549.0,1237,3,552
12777,150.02999999999997,5,2,232
12778,211.82999999999998,6,1,216
12779,162.54,16,2,184
12780,226.01999999999998,60,2,226
12781,215.46,20,2,221
12782,396.95999999999987,1123,39,436
12783,322.8,498,1,338
12784,348.0,73,9,378
12785,505.59,16,1,506
12786,210.02999999999994,32,6,225
12787,292.7099999999999,400,28,335
12788,175.95,5,1,180
12789,240.15,7,1,246
12790,293.3100000000002,545,42,398
12791,419.37000000000006,409,40,438
12792,655.11,37,2,656
12793,143.01,6,2,180
12794,185.1,5,1,185
12795,210.30000000000004,111,12,223
12796,238.23,57,12,244
12797,451.5899999999993,798,124,601
12798,206.48999999999998,25,2,221
12799,627.39,390,31,681
12800,189.09,42,5,203
12801,203.45999999999998,34,1,227
12802,218.61,570,18,223
12803,174.09,174,2,239
12804,168.9,16,2,183
12805,243.51000000000002,63,1,247
12806,200.07,277,1,201
12807,347.1,15,1,347
12808,916.9800000000001,60,17,1002
12809,311.90999999999997,3,1,345
12810,207.84,11,4,220
12811,171.78,7,1,180
12812,326.30999999999995,36,5,328
12813,646.56,130,6,671
12814,200.04,8,1,204
12815,481.74,71,12,549
12816,370.16999999999996,43,15,387
12817,356.1300000000001,31,8,466
12818,213.99,47,1,215
12819,341.94,519,7,348
12820,243.72,80,17,284
12821,228.89999999999995,95,7,237
12822,646.6500000000001,17,1,647
12823,1455.1500000000017,3387,338,1602
12824,320.43,72,16,362
12825,542.3399999999999,172,10,600
12826,197.04,22,1,202
12827,199.23000000000002,212,3,204
12828,254.78999999999996,42,7,263
12829,253.71,318,17,266
12830,197.37,11,1,199
12831,435.35999999999996,153,11,442
12832,872.88,36,3,884
12833,245.64,5,1,249
12834,617.2200000000001,1689,21,741
12835,594.87,62,8,611
12836,294.81,128,2,313
12837,1370.6399999999999,545,19,1381
12838,182.13,154,7,198
12839,227.88,3,1,228
12840,435.0,351,13,440
12841,181.83,14,1,197
12842,141.80999999999997,16,2,271
12843,1362.3000000000002,108,21,1420
12844,177.1800000000001,391,22,189
12845,354.51000000000005,456,49,405
12846,1980.9900000000005,551,24,2206
12847,557.1899999999997,388,31,669
12848,237.35999999999999,14,1,242
12849,210.12,7,1,214
12850,176.46,10,1,182
12851,393.47999999999996,408,29,416
12852,231.57000000000014,563,30,338
12853,341.58,28,12,453
12854,491.4900000000001,275,71,1001
12855,351.3,25,9,418
12856,843.96,29,2,861
12857,908.58,294,11,920
12858,234.15,7,1,315
12859,183.66000000000003,396,31,226
12860,238.29000000000002,214,2,239
12861,306.09000000000003,63,1,309
12862,230.73,48,1,232
12863,410.73,16,5,424
12864,177.6,5,1,190
12865,250.65000000000003,20,5,302
12866,228.24000000000004,47,8,234
12867,763.4400000000006,1151,151,883
12868,485.43,54,2,497
12869,223.04999999999998,24,1,223
12870,182.60999999999999,28,1,193
12871,355.22999999999996,407,33,382
12872,232.29000000000002,2,1,245
12873,491.91000000000014,294,48,743
12874,122.64,18,1,180
12875,168.18000000000006,74,25,516
12876,192.23999999999995,174,14,198
12877,294.53999999999996,8,1,296
12878,194.91,16,3,205
12879,1324.3799999999997,741,25,1330
12880,233.54999999999995,113,12,242
12881,445.26000000000005,816,13,485
12882,678.3900000000001,526,10,688
12883,250.41,16,3,260
12884,937.8000000000002,989,21,957
12885,340.5,8,1,364
12886,239.13000000000005,352,47,252
12887,100.67999999999998,25,11,281
12888,428.78999999999996,187,8,453
12889,418.0799999999999,777,12,430
12890,2187.149999999998,5579,184,2251
12891,232.46999999999997,226,26,251
12892,177.6,389,1,181
12893,2029.0800000000004,870,45,2045
12894,1504.4099999999996,1243,52,1615
12895,610.11,47,3,626
12898,198.72,25,1,205
12899,116.94000000000004,16,6,215
12900,184.02,20,1,190
12901,540.6300000000001,270,40,585
12902,286.40999999999997,8,2,289
12903,222.98999999999998,6,1,224
12904,297.42,91,4,300
12905,501.66,17,1,502
12906,337.71000000000004,3,1,338
12907,339.48,62,2,418
12908,630.6299999999999,122,19,663
12909,1099.1099999999997,1001,114,1220
12910,260.82000000000005,361,27,275
12911,334.26,102,8,340
12912,190.47000000000003,6,2,201
12913,301.97999999999996,28,11,400
12914,244.17,51,1,260
12915,101.64000000000006,21,10,210
12916,280.92,26,3,284
12917,610.38,39,1,637
12918,194.58000000000004,175,19,202
12919,204.72000000000008,611,22,215
12920,208.79999999999998,532,28,252
12921,371.22,241,33,427
12922,137.76000000000002,231,38,227
12923,338.93999999999994,831,20,343
12924,440.09999999999997,7,2,450
12925,182.16,261,9,183
12926,224.07,85,1,233
12928,213.24,18,4,244
12929,241.98,16,1,276
12930,199.59,2,1,204
12931,148.95,53,9,227
12932,197.52,7,3,251
12933,681.21,250,9,695
12934,1270.8600000000001,240,11,1274
12935,217.17000000000007,114,26,305
12936,417.65999999999997,9,3,845
12937,816.8399999999999,1338,49,845
12938,206.61000000000004,253,23,239
12939,179.73000000000002,9,2,187
12940,223.32,16,1,235
12941,633.2399999999998,833,78,830
12942,232.86,18,7,244
12943,308.76,3,1,311
12944,219.51000000000002,6,1,231
12945,181.74,9,1,189
12946,537.42,227,1,539
12947,229.67999999999998,150,1,231
12948,676.1999999999999,961,21,707
12949,442.89,6,1,446
12950,130.14,13,4,252
12951,202.5,5,1,207
12952,215.51999999999998,8,2,239
12953,316.26,14,1,325
12954,225.06,7,1,226
12955,295.02,638,7,308
12956,233.01000000000002,30,1,245
12957,369.24,27,1,443
12958,2099.309999999999,1387,176,2210
12959,216.08999999999997,13,5,234
12960,476.54999999999995,30,5,495
12961,300.27000000000004,588,19,310
12962,1600.2600000000004,2916,256,1786
12963,267.18,23,3,287
12964,135.06000000000003,304,26,190
12965,285.33000000000004,18,6,417
12966,248.22,341,1,248
12967,256.95000000000005,11,2,279
12968,480.96000000000004,1143,68,520
12969,207.78,3,1,213
12970,241.26000000000002,34,1,254
12971,202.11,2,1,207
12972,251.97,9,2,272
12973,621.3299999999998,129,37,675
12974,193.5,68,5,207
12975,321.84,32,2,331
12976,394.9800000000001,491,46,473
12977,205.35,9,1,217
12978,138.93,20,8,339
12979,390.21000000000004,65,5,392
12980,247.08000000000004,75,3,258
12981,796.6799999999996,199,50,976
12982,258.99,14,1,264
12983,173.88,6,1,180
12984,454.35000000000014,1277,61,488
12985,191.07,12,1,193
12986,200.91,21,8,219
12987,494.4900000000001,492,101,586
12988,534.0300000000002,373,59,566
12989,179.73000000000002,134,4,181
12990,163.53000000000003,97,7,193
12991,1097.0699999999997,1076,50,1136
12992,505.38,509,5,511
12993,788.0699999999999,97,8,820
12994,559.1999999999999,27,8,580
12995,613.3799999999999,91,32,818
12996,390.41999999999996,191,7,394
12997,183.0,8,1,195
12998,374.13,22,3,379
12999,182.69999999999996,21,6,189
13000,1201.05,35,7,1223
13001,492.51,14,1,513
13002,187.38000000000002,8,1,188
13003,290.43,15,1,295
13004,208.82999999999998,208,1,209
13005,336.29999999999995,426,2,340
13006,312.33000000000004,4,1,314
13007,244.04999999999998,2,1,249
13008,790.0199999999998,532,37,834
13009,637.26,33,1,675
13010,256.71000000000004,358,2,259
13011,211.2,10,1,211
13012,138.6,84,3,184
13013,192.17999999999998,11,1,195
13014,317.19000000000005,294,39,349
13015,244.35,49,1,250
13016,1058.6399999999996,1488,179,1608
13017,298.5,565,2,302
13018,363.09,19,1,365
13019,241.77,23,1,242
13020,186.14999999999998,8,1,190
13021,296.09999999999997,3,1,300
13022,537.5399999999998,407,67,592
13023,1667.6999999999998,73,18,1791
13024,253.47,11,1,254
13025,304.89,10,2,329
13026,404.15999999999997,629,70,463
13027,300.99,8,1,302
13029,329.28000000000003,22,2,340
13030,481.3199999999999,664,6,482
13031,545.13,655,41,556
13032,551.4,860,6,557
13033,182.13,126,5,189
13034,445.4699999999999,109,6,461
13035,238.38,42,1,240
13036,196.38000000000005,15,3,205
13037,224.94,7,1,225
13038,269.18999999999994,574,87,350
13039,1566.5399999999997,3679,131,1606
13040,183.60000000000002,2,1,202
13041,153.60000000000005,155,22,193
13042,264.12,11,1,265
13043,215.49,88,8,219
13044,184.95000000000002,8,2,193
13045,181.14,104,6,186
13046,201.99,109,2,208
13047,200.1,12,1,201
13048,214.23,41,1,254
13049,385.05,294,1,392
13050,144.05999999999997,18,8,762
13051,160.02,116,25,212
13052,335.88,16,1,336
13053,712.17,1095,1,714
13054,321.06,26,4,335
13055,340.89000000000004,18,3,349
13056,217.41000000000003,82,9,223
13057,220.29,246,1,233
13058,413.37,428,12,423
13059,381.0299999999999,775,68,523
13060,362.58,237,2,366
13061,595.1099999999999,588,2,595
13062,331.59,67,4,344
13063,200.13,6,1,313
13064,194.82,8,2,196
13065,608.5500000000002,397,44,622
13066,173.81999999999996,20,9,290
13067,179.04,11,1,180
13068,179.28000000000003,130,23,221
13069,193.8,178,1,195
13070,189.96,11,1,195
13071,267.47999999999996,651,18,280
13072,267.09,342,46,289
13073,3013.1999999999966,10507,553,3257
13074,413.82000000000005,189,8,428
13075,218.19000000000003,168,4,220
13076,436.59000000000015,1323,113,492
13077,425.91,642,2,438
13078,1337.7300000000002,265,25,1429
13079,257.84999999999997,8,1,258
13080,176.04000000000008,33,13,252
13081,174.75000000000006,374,17,181
13082,171.12000000000003,31,7,197
13083,875.2199999999992,1042,212,1205
13084,394.11,27,1,394
13085,123.33000000000008,100,45,353
13086,206.34,18,1,227
13087,346.23,14,1,376
13088,4.680000000000007,3,1,681
13089,1708.9499999999998,399,37,1733
13090,264.33000000000004,37,11,423
13091,324.93,260,46,384
13092,242.52,5,1,246
13093,610.98,795,32,660
13094,363.51,45,9,393
13096,267.33000000000004,14,1,270
13097,239.04,50,3,256
13098,2401.8000000000006,2350,147,2543
13099,1949.13,1189,50,1982
13100,359.52,9,1,367
13101,182.46,8,2,409
13102,198.9,9,4,387
13103,183.23999999999995,26,11,286
13104,245.82,8,2,251
13105,414.57000000000005,188,17,463
